PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
38360452,Repetitive transcranial magnetic stimulation as a treatment for Alzheimer's disease: A randomized placebo-controlled double-blind clinical trial,"Moussavi Z, Uehara M, Rutherford G, Lithgow B, Millikin C, Wang X, Saha C, Mansouri B, Omelan C, Fellows L, Fitzgerald PB, Koski L.",Neurotherapeutics. 2024 Apr;21(3):e00331. doi: 10.1016/j.neurot.2024.e00331. Epub 2024 Feb 14.,Moussavi Z,Neurotherapeutics,2024,15-02-2024,PMC10937236,,10.1016/j.neurot.2024.e00331
38355715,Cognitive and immunological effects of yoga compared to memory training in older women at risk for alzheimer's disease,"Grzenda A, Siddarth P, Milillo MM, Aguilar-Faustino Y, Khalsa DS, Lavretsky H.",Transl Psychiatry. 2024 Feb 14;14(1):96. doi: 10.1038/s41398-024-02807-0.,Grzenda A,Transl Psychiatry,2024,14-02-2024,PMC10867110,,10.1038/s41398-024-02807-0
38355013,Systemic Inflammation in Asthma: What Are the Risks and Impacts Outside the Airway?,"Tattersall MC, Jarjour NN, Busse PJ.",J Allergy Clin Immunol Pract. 2024 Apr;12(4):849-862. doi: 10.1016/j.jaip.2024.02.004. Epub 2024 Feb 12.,Tattersall MC,J Allergy Clin Immunol Pract,2024,14-02-2024,PMC11219096,NIHMS1986903,10.1016/j.jaip.2024.02.004
38353689,"ACD856, a novel positive allosteric modulator of Trk receptors, single ascending doses in healthy subjects: Safety and pharmacokinetics","Nilsson B, Bylund J, Halldin MM, Rother M, Rein-Hedin E, Önnestam K, Segerdahl M.",Eur J Clin Pharmacol. 2024 May;80(5):717-727. doi: 10.1007/s00228-024-03645-1. Epub 2024 Feb 14.,Nilsson B,Eur J Clin Pharmacol,2024,14-02-2024,PMC11001683,,10.1007/s00228-024-03645-1
38346453,Cholecystokinin (CCK): a neuromodulator with therapeutic potential in Alzheimer's and Parkinson's disease,"Reich N, Hölscher C.",Front Neuroendocrinol. 2024 Apr;73:101122. doi: 10.1016/j.yfrne.2024.101122. Epub 2024 Feb 10.,Reich N,Front Neuroendocrinol,2024,12-02-2024,,,10.1016/j.yfrne.2024.101122
38346414,Potentially Modifiable Risk Factors for Dementia and Mild Cognitive Impairment: An Umbrella Review and Meta-Analysis,"Jones A, Ali MU, Kenny M, Mayhew A, Mokashi V, He H, Lin S, Yavari E, Paik K, Subramanian D, Dydynsky R, Aryal K, Correia RH, Dash D, Manis DR, O'Connell M, Liu-Ambrose T, Taler V, McMillan JM, Hogan DB, Kirkland S, Costa AP, Wolfson C, Raina P, Griffith L.",Dement Geriatr Cogn Disord. 2024;53(2):91-106. doi: 10.1159/000536643. Epub 2024 Feb 26.,Jones A,Dement Geriatr Cogn Disord,2024,12-02-2024,,,10.1159/000536643
38342754,New horizons in the diagnosis and management of Alzheimer's Disease in older adults,"Dolphin H, Dyer AH, Morrison L, Shenkin SD, Welsh T, Kennelly SP.",Age Ageing. 2024 Feb 1;53(2):afae005. doi: 10.1093/ageing/afae005.,Dolphin H,Age Ageing,2024,11-02-2024,PMC10859247,,10.1093/ageing/afae005
38339193,"Extra-Virgin Olive Oil in Alzheimer's Disease: A Comprehensive Review of Cellular, Animal, and Clinical Studies","Alkhalifa AE, Al-Ghraiybah NF, Kaddoumi A.",Int J Mol Sci. 2024 Feb 5;25(3):1914. doi: 10.3390/ijms25031914.,Alkhalifa AE,Int J Mol Sci,2024,10-02-2024,PMC10856527,,10.3390/ijms25031914
38338219,Epidemiology of Dementia in China in 2010-2020: A Systematic Review and Meta-Analysis,"Yin Y, Tam HL, Quint J, Chen M, Ding R, Zhang X.",Healthcare (Basel). 2024 Jan 28;12(3):334. doi: 10.3390/healthcare12030334.,Yin Y,Healthcare (Basel),2024,10-02-2024,PMC10855047,,10.3390/healthcare12030334
38334629,A Systematic Review on Drugs Acting as Nicotinic Acetylcholine Receptor Agonists in the Treatment of Dementia,"Crestini A, Carbone E, Rivabene R, Ancidoni A, Rosa P, Tata AM, Fabrizi E, Locuratolo N, Vanacore N, Lacorte E, Piscopo P.",Cells. 2024 Jan 26;13(3):237. doi: 10.3390/cells13030237.,Crestini A,Cells,2024,09-02-2024,PMC10854606,,10.3390/cells13030237
38331381,Design of a pragmatic randomized implementation effectiveness trial testing a health system wide hypertension program for older adults,"Gupta A, Chouhdry H, Ellis SD, Young K, Mahnken J, Comfort B, Shanks D, McGreevy S, Rudy C, Zufer T, Mabry S, Woodward J, Wilson A, Anderson H, Loucks J, Chandaka S, Abu-El-Rub N, Mazzotti DR, Song X, Schmitz N, Conroy M, Supiano MA, Waitman LR, Burns JM.",Contemp Clin Trials. 2024 Mar;138:107466. doi: 10.1016/j.cct.2024.107466. Epub 2024 Feb 7.,Gupta A,Contemp Clin Trials,2024,08-02-2024,PMC11774317,NIHMS2047412,10.1016/j.cct.2024.107466
38329083,"Efficacy and safety of transcranial magnetic stimulation on cognition in mild cognitive impairment, Alzheimer's disease, Alzheimer's disease-related dementias, and other cognitive disorders: a systematic review and meta-analysis","Pagali SR, Kumar R, LeMahieu AM, Basso MR, Boeve BF, Croarkin PE, Geske JR, Hassett LC, Huston J 3rd, Kung S, Lundstrom BN, Petersen RC, St Louis EK, Welker KM, Worrell GA, Pascual-Leone A, Lapid MI.",Int Psychogeriatr. 2024 Oct;36(10):880-928. doi: 10.1017/S1041610224000085. Epub 2024 Feb 8.,Pagali SR,Int Psychogeriatr,2024,08-02-2024,PMC11306417,NIHMS1958750,10.1017/S1041610224000085
38323508,The Australian National University Alzheimer's Disease Risk Index (ANU-ADRI) score as a predictor for cognitive decline and potential surrogate outcome in the FINGER lifestyle randomized controlled trial,"Hall A, Barbera M, Lehtisalo J, Antikainen R, Huque H, Laatikainen T, Ngandu T, Soininen H, Stephen R, Strandberg T, Kivipelto M, Anstey KJ, Solomon A.",Eur J Neurol. 2024 May;31(5):e16238. doi: 10.1111/ene.16238. Epub 2024 Feb 7.,Hall A,Eur J Neurol,2024,07-02-2024,PMC11235774,,10.1111/ene.16238
38321321,Acetyl-cholinesterase-inhibitors reconsidered. A narrative review of post-marketing studies on Alzheimer's disease,"Zuliani G, Zuin M, Romagnoli T, Polastri M, Cervellati C, Brombo G.",Aging Clin Exp Res. 2024 Feb 7;36(1):23. doi: 10.1007/s40520-023-02675-6.,Zuliani G,Aging Clin Exp Res,2024,06-02-2024,PMC10847178,,10.1007/s40520-023-02675-6
38317762,Current trends in psychotherapies and psychosocial interventions for people with dementia: a scoping review of randomized controlled trials,"Vicente C, Fernandes S, Romão A, Fernandes JB.",Front Psychiatry. 2024 Jan 22;15:1286475. doi: 10.3389/fpsyt.2024.1286475. eCollection 2024.,Vicente C,Front Psychiatry,2024,06-02-2024,PMC10838973,,10.3389/fpsyt.2024.1286475
38310304,Anodal HD-tDCS on the dominant anterior temporal lobe and dorsolateral prefrontal cortex: clinical results in patients with mild cognitive impairment,"Rezakhani S, Amiri M, Hassani A, Esmaeilpour K, Sheibani V.",Alzheimers Res Ther. 2024 Feb 3;16(1):27. doi: 10.1186/s13195-023-01370-y.,Rezakhani S,Alzheimers Res Ther,2024,03-02-2024,PMC10837991,,10.1186/s13195-023-01370-y
38306046,The Effects of Pomegranate Seed Oil on Mild Cognitive Impairment,"Chatzikostopoulos T, Gialaouzidis M, Koutoupa A, Tsolaki M.",J Alzheimers Dis. 2024;97(4):1961-1970. doi: 10.3233/JAD-231100.,Chatzikostopoulos T,J Alzheimers Dis,2024,02-02-2024,PMC10977427,,10.3233/JAD-231100
38305989,Muscarinic control of cardiovascular function in humans: a review of current clinical evidence,Palma JA.,Clin Auton Res. 2024 Feb;34(1):31-44. doi: 10.1007/s10286-024-01016-5. Epub 2024 Feb 2.,Palma JA,Clin Auton Res,2024,02-02-2024,PMC10994193,NIHMS1979518,10.1007/s10286-024-01016-5
38304427,Brain FADE syndrome: the final common pathway of chronic inflammation in neurological disease,"Hanafy KA, Jovin TG.",Front Immunol. 2024 Jan 18;15:1332776. doi: 10.3389/fimmu.2024.1332776. eCollection 2024.,Hanafy KA,Front Immunol,2024,02-02-2024,PMC10830639,,10.3389/fimmu.2024.1332776
38302876,Case report: a unique presentation of memantine overdose causing echolalia and hypertension,"Durrani S, Ahmed S.",BMC Geriatr. 2024 Feb 1;24(1):123. doi: 10.1186/s12877-024-04658-2.,Durrani S,BMC Geriatr,2024,02-02-2024,PMC10835811,,10.1186/s12877-024-04658-2
38296163,Impact of micronutrients and nutraceuticals on cognitive function and performance in Alzheimer's disease,"Guarnieri L, Bosco F, Leo A, Citraro R, Palma E, De Sarro G, Mollace V.",Ageing Res Rev. 2024 Mar;95:102210. doi: 10.1016/j.arr.2024.102210. Epub 2024 Feb 1.,Guarnieri L,Ageing Res Rev,2024,31-01-2024,,,10.1016/j.arr.2024.102210
38292722,Chitosan hydrogel nanoparticle enhance therapeutic effect of bovine umbilical mesenchymal stem cell conditioned medium on canine cognitive dysfunction or canine Alzheimer's like mediated by inhibition of neuronal apoptotic,"Wihadmadyatami H, Zulfikar MA, Herawati H, Pratama DAOA, Saragih GR, Kustiati U, Handayani AN.",Open Vet J. 2023 Dec;13(12):1504-1516. doi: 10.5455/OVJ.2023.v13.i12.1. Epub 2023 Dec 31.,Wihadmadyatami H,Open Vet J,2023,31-01-2024,PMC10824087,,10.5455/OVJ.2023.v13.i12.1
38287652,Potential of dietary polyphenols for protection from age-related decline and neurodegeneration: a role for gut microbiota?,"Ross FC, Mayer DE, Horn J, Cryan JF, Del Rio D, Randolph E, Gill CIR, Gupta A, Ross RP, Stanton C, Mayer EA.",Nutr Neurosci. 2024 Sep;27(9):1058-1076. doi: 10.1080/1028415X.2023.2298098. Epub 2024 Jan 29.,Ross FC,Nutr Neurosci,2024,30-01-2024,,,10.1080/1028415X.2023.2298098
38285515,Lessons Learned from Approval of Aducanumab for Alzheimer's Disease,"Heidebrink JL, Paulson HL.",Annu Rev Med. 2024 Jan 29;75:99-111. doi: 10.1146/annurev-med-051022-043645.,Heidebrink JL,Annu Rev Med,2024,29-01-2024,PMC10926277,NIHMS1970262,10.1146/annurev-med-051022-043645
38283842,Polygala tenuifolia and Acorus tatarinowii in the treatment of Alzheimer's disease: a systematic review and meta-analysis,"Zhang Y, Tian J, Ni J, Wei M, Li T, Shi J.",Front Pharmacol. 2024 Jan 12;14:1268000. doi: 10.3389/fphar.2023.1268000. eCollection 2023.,Zhang Y,Front Pharmacol,2024,29-01-2024,PMC10815298,,10.3389/fphar.2023.1268000
38278659,"Disentangling tau: One protein, many therapeutic approaches","Lane-Donovan C, Boxer AL.",Neurotherapeutics. 2024 Mar;21(2):e00321. doi: 10.1016/j.neurot.2024.e00321. Epub 2024 Jan 25.,Lane-Donovan C,Neurotherapeutics,2024,26-01-2024,PMC10963923,,10.1016/j.neurot.2024.e00321
38278201,Hypertensive disorders of pregnancy and the risk of maternal dementia: a systematic review and meta-analysis,"Carey C, Mulcahy E, McCarthy FP, Jennings E, Kublickiene K, Khashan A, Barrett P.",Am J Obstet Gynecol. 2024 Aug;231(2):196-210. doi: 10.1016/j.ajog.2024.01.013. Epub 2024 Jan 24.,Carey C,Am J Obstet Gynecol,2024,26-01-2024,,,10.1016/j.ajog.2024.01.013
38275752,The Potential of a Stratified Approach to Drug Repurposing in Alzheimer's Disease,"Anderson C, Bucholc M, McClean PL, Zhang SD.",Biomolecules. 2023 Dec 21;14(1):11. doi: 10.3390/biom14010011.,Anderson C,Biomolecules,2023,26-01-2024,PMC10813465,,10.3390/biom14010011
38273408,A pilot study to evaluate the effect of CT1812 treatment on synaptic density and other biomarkers in Alzheimer's disease,"van Dyck CH, Mecca AP, O'Dell RS, Bartlett HH, Diepenbrock NG, Huang Y, Hamby ME, Grundman M, Catalano SM, Caggiano AO, Carson RE.",Alzheimers Res Ther. 2024 Jan 25;16(1):20. doi: 10.1186/s13195-024-01382-2.,van Dyck CH,Alzheimers Res Ther,2024,25-01-2024,PMC10809445,,10.1186/s13195-024-01382-2
38270898,Occupational and domestic exposure associations with cerebral small vessel disease and vascular dementia: A systematic review and meta-analysis,"Clancy U, Cheng Y, Brara A, Doubal FN, Wardlaw JM.",Alzheimers Dement. 2024 Apr;20(4):3021-3033. doi: 10.1002/alz.13647. Epub 2024 Jan 25.,Clancy U,Alzheimers Dement,2024,25-01-2024,PMC11032565,,10.1002/alz.13647
38270120,Polypharmacological Potential of Phosphodiesterase 5 Inhibitors for the Treatment of Neurocognitive Disorders,"Kumar A, Kim F, Song DK, Choung JJ.",Aging Dis. 2024 Oct 1;15(5):2008-2014. doi: 10.14336/AD.2023.1129.,Kumar A,Aging Dis,2024,25-01-2024,PMC11346399,,10.14336/AD.2023.1129
38263073,"Subclinical epileptiform activity in the Alzheimer continuum: association with disease, cognition and detection method","Nous A, Seynaeve L, Feys O, Wens V, De Tiège X, Van Mierlo P, Baroumand AG, Nieboer K, Allemeersch GJ, Mangelschots S, Michiels V, van der Zee J, Van Broeckhoven C, Ribbens A, Houbrechts R, De Witte S, Wittens MMJ, Bjerke M, Vanlersberghe C, Ceyssens S, Nagels G, Smolders I, Engelborghs S.",Alzheimers Res Ther. 2024 Jan 23;16(1):19. doi: 10.1186/s13195-023-01373-9.,Nous A,Alzheimers Res Ther,2024,23-01-2024,PMC10804650,,10.1186/s13195-023-01373-9
38259497,Immunological dimensions of neuroinflammation and microglial activation: exploring innovative immunomodulatory approaches to mitigate neuroinflammatory progression,"Fornari Laurindo L, Aparecido Dias J, Cressoni Araújo A, Torres Pomini K, Machado Galhardi C, Rucco Penteado Detregiachi C, Santos de Argollo Haber L, Donizeti Roque D, Dib Bechara M, Vialogo Marques de Castro M, de Souza Bastos Mazuqueli Pereira E, José Tofano R, Jasmin Santos German Borgo I, Maria Barbalho S.",Front Immunol. 2024 Jan 8;14:1305933. doi: 10.3389/fimmu.2023.1305933. eCollection 2023.,Fornari Laurindo L,Front Immunol,2024,23-01-2024,PMC10800801,,10.3389/fimmu.2023.1305933
38259476,The immunomodulatory effects of mesenchymal stem cell-derived extracellular vesicles in Alzheimer's disease,"Ye Y, Gao M, Shi W, Gao Y, Li Y, Yang W, Zheng X, Lu X.",Front Immunol. 2024 Jan 8;14:1325530. doi: 10.3389/fimmu.2023.1325530. eCollection 2023.,Ye Y,Front Immunol,2024,23-01-2024,PMC10800421,,10.3389/fimmu.2023.1325530
38256338,Androgen Deprivation Therapy for Prostate Cancer: Focus on Cognitive Function and Mood,"Reiss AB, Gulkarov S, Pinkhasov A, Sheehan KM, Srivastava A, De Leon J, Katz AE.",Medicina (Kaunas). 2023 Dec 30;60(1):77. doi: 10.3390/medicina60010077.,Reiss AB,Medicina (Kaunas),2023,23-01-2024,PMC10819522,,10.3390/medicina60010077
38256144,The Potentiality of Natural Products and Herbal Medicine as Novel Medications for Parkinson's Disease: A Promising Therapeutic Approach,"So YJ, Lee JU, Yang GS, Yang G, Kim SW, Lee JH, Kim JU.",Int J Mol Sci. 2024 Jan 15;25(2):1071. doi: 10.3390/ijms25021071.,So YJ,Int J Mol Sci,2024,23-01-2024,PMC10816678,,10.3390/ijms25021071
38255905,Modulation of Tau Pathology in Alzheimer's Disease by Dietary Bioactive Compounds,"Shi H, Zhao Y.",Int J Mol Sci. 2024 Jan 9;25(2):831. doi: 10.3390/ijms25020831.,Shi H,Int J Mol Sci,2024,23-01-2024,PMC10815728,,10.3390/ijms25020831
38253509,Clinically Important Benefits and Harms of Monoclonal Antibodies Targeting Amyloid for the Treatment of Alzheimer Disease: A Systematic Review and Meta-Analysis,"Ebell MH, Barry HC, Baduni K, Grasso G.",Ann Fam Med. 2024 Jan-Feb;22(1):50-62. doi: 10.1370/afm.3050.,Ebell MH,Ann Fam Med,2024,22-01-2024,PMC11233076,,10.1370/afm.3050
38252656,Positive affect disrupts neurodegeneration effects on cognitive training plasticity in older adults,"Anthony M, Turnbull A, Tadin D, Lin FV.",Soc Cogn Affect Neurosci. 2024 Feb 21;19(1):nsae004. doi: 10.1093/scan/nsae004.,Anthony M,Soc Cogn Affect Neurosci,2024,22-01-2024,PMC10939393,,10.1093/scan/nsae004
38247208,A Narrative Review on the Advance of Probiotics to Metabiotics,"Jang HJ, Lee NK, Paik HD.",J Microbiol Biotechnol. 2024 Mar 28;34(3):487-494. doi: 10.4014/jmb.2311.11023. Epub 2024 Jan 29.,Jang HJ,J Microbiol Biotechnol,2024,22-01-2024,PMC11018519,,10.4014/jmb.2311.11023
38247000,The therapeutic potential of probucol and probucol analogues in neurodegenerative diseases,"Sharif A, Mamo J, Lam V, Al-Salami H, Mooranian A, Watts GF, Clarnette R, Luna G, Takechi R.",Transl Neurodegener. 2024 Jan 22;13(1):6. doi: 10.1186/s40035-024-00398-w.,Sharif A,Transl Neurodegener,2024,21-01-2024,PMC10802046,,10.1186/s40035-024-00398-w
38241161,Mitochondrial dysfunction in neurodegenerative disorders,"Klemmensen MM, Borrowman SH, Pearce C, Pyles B, Chandra B.",Neurotherapeutics. 2024 Jan;21(1):e00292. doi: 10.1016/j.neurot.2023.10.002. Epub 2023 Dec 19.,Klemmensen MM,Neurotherapeutics,2024,19-01-2024,PMC10903104,,10.1016/j.neurot.2023.10.002
38238647,Feasibility and preliminary efficacy of different intensities of functional training in elderly type 2 diabetes patients with cognitive impairment: a pilot randomised controlled trial,"Ghahfarrokhi MM, Shirvani H, Rahimi M, Bazgir B, Shamsadini A, Sobhani V.",BMC Geriatr. 2024 Jan 18;24(1):71. doi: 10.1186/s12877-024-04698-8.,Ghahfarrokhi MM,BMC Geriatr,2024,18-01-2024,PMC10797744,,10.1186/s12877-024-04698-8
38233280,The effects of insufficient sleep and adequate sleep on cognitive function in healthy adults,"Zimmerman ME, Benasi G, Hale C, Yeung LK, Cochran J, Brickman AM, St-Onge MP.",Sleep Health. 2024 Apr;10(2):229-236. doi: 10.1016/j.sleh.2023.11.011. Epub 2024 Jan 16.,Zimmerman ME,Sleep Health,2024,17-01-2024,PMC11045317,NIHMS1959997,10.1016/j.sleh.2023.11.011
38230521,The Janus face of antipsychotics in glial cells: Focus on glioprotection,"Schmitz I, da Silva A, Bobermin LD, Gonçalves CA, Steiner J, Quincozes-Santos A.",Exp Biol Med (Maywood). 2023 Nov;248(22):2120-2130. doi: 10.1177/15353702231222027. Epub 2024 Jan 17.,Schmitz I,Exp Biol Med (Maywood),2023,17-01-2024,PMC10800129,,10.1177/15353702231222027
38224283,Systematic review and meta‑analysis of observational studies to check the protective role of non‑steroidal anti‑inflammatory drugs in Alzheimer's disease,"Asthana A, Tripathi S, Agarwal R.",Acta Neurobiol Exp (Wars). 2023 Dec 4;83(4):386-394. doi: 10.55782/ane-2023-2467.,Asthana A,Acta Neurobiol Exp (Wars),2023,15-01-2024,,,10.55782/ane-2023-2467
38219962,Passive immunotherapy for Alzheimer's disease,"Guo X, Yan L, Zhang D, Zhao Y.",Ageing Res Rev. 2024 Feb;94:102192. doi: 10.1016/j.arr.2024.102192. Epub 2024 Jan 14.,Guo X,Ageing Res Rev,2024,14-01-2024,,,10.1016/j.arr.2024.102192
38219389,"An insight review on the neuropharmacological effects, mechanisms of action, pharmacokinetics and toxicity of mitragynine","Annuar NAK, Azlan UK, Mediani A, Tong X, Han R, Al-Olayan E, Baharum SN, Bunawan H, Sarian MN, Hamezah HS, Jantan I.",Biomed Pharmacother. 2024 Feb;171:116134. doi: 10.1016/j.biopha.2024.116134. Epub 2024 Jan 13.,Annuar NAK,Biomed Pharmacother,2024,14-01-2024,,,10.1016/j.biopha.2024.116134
38217592,High-Fat Diets in Animal Models of Alzheimer's Disease: How Can Eating Too Much Fat Increase Alzheimer's Disease Risk?,"Valentin-Escalera J, Leclerc M, Calon F.",J Alzheimers Dis. 2024;97(3):977-1005. doi: 10.3233/JAD-230118.,Valentin-Escalera J,J Alzheimers Dis,2024,13-01-2024,PMC10836579,,10.3233/JAD-230118
38203753,Multi-Target-Directed Cinnamic Acid Hybrids Targeting Alzheimer's Disease,"Drakontaeidi A, Pontiki E.",Int J Mol Sci. 2024 Jan 1;25(1):582. doi: 10.3390/ijms25010582.,Drakontaeidi A,Int J Mol Sci,2024,11-01-2024,PMC10778916,,10.3390/ijms25010582
38203341,Mechanisms of 3-Hydroxyl 3-Methylglutaryl CoA Reductase in Alzheimer's Disease,"Zhou X, Wu X, Wang R, Han L, Li H, Zhao W.",Int J Mol Sci. 2023 Dec 22;25(1):170. doi: 10.3390/ijms25010170.,Zhou X,Int J Mol Sci,2023,11-01-2024,PMC10778631,,10.3390/ijms25010170
38203294,Molecular Mechanisms of Neuroprotection by Ketone Bodies and Ketogenic Diet in Cerebral Ischemia and Neurodegenerative Diseases,"Jang J, Kim SR, Lee JE, Lee S, Son HJ, Choe W, Yoon KS, Kim SS, Yeo EJ, Kang I.",Int J Mol Sci. 2023 Dec 21;25(1):124. doi: 10.3390/ijms25010124.,Jang J,Int J Mol Sci,2023,11-01-2024,PMC10779133,,10.3390/ijms25010124
38201846,"Efficacy of Probiotic Supplements on Brain-Derived Neurotrophic Factor, Inflammatory Biomarkers, Oxidative Stress and Cognitive Function in Patients with Alzheimer's Dementia: A 12-Week Randomized, Double-Blind Active-Controlled Study","Hsu YC, Huang YY, Tsai SY, Kuo YW, Lin JH, Ho HH, Chen JF, Hsia KC, Sun Y.",Nutrients. 2023 Dec 20;16(1):16. doi: 10.3390/nu16010016.,Hsu YC,Nutrients,2023,11-01-2024,PMC10780998,,10.3390/nu16010016
38180039,Radiotherapy for non-cancer diseases: benefits and long-term risks,"Thariat J, Little MP, Zablotska LB, Samson P, O'Banion MK, Leuraud K, Bergom C, Girault G, Azimzadeh O, Bouffler S, Hamada N.",Int J Radiat Biol. 2024;100(4):505-526. doi: 10.1080/09553002.2023.2295966. Epub 2024 Jan 5.,Thariat J,Int J Radiat Biol,2024,05-01-2024,PMC11039429,NIHMS1978150,10.1080/09553002.2023.2295966
